"Purchase"	"WeekofPurchase"	"StoreID"	"PriceCH"	"PriceMM"	"DiscCH"	"DiscMM"	"SpecialCH"	"SpecialMM"	"LoyalCH"	"SalePriceMM"	"SalePriceCH"	"PriceDiff"	"Store7"	"PctDiscMM"	"PctDiscCH"	"ListPriceDiff"	"STORE"	"logpurch"
"CH"	232	1	0	1.99	0	0	1	0	0.7952	1.99	1.69	0.3	"No"	0	0	0.3	1	5.44673737166631
"CH"	232	1	0	1.99	0	0	1	0	0.83616	1.99	1.69	0.3	"No"	0	0	0.3	1	5.44673737166631
"CH"	234	1	0	1.99	0	0	0	0	0.868928	1.99	1.69	0.3	"No"	0	0	0.3	1	5.4553211153577
"CH"	237	1	0	1.99	0	0	0	0	0.895142	1.99	1.75	0.24	"No"	0	0	0.24	1	5.46806014113513
"CH"	240	7	0	2.09	0	0	0	0	0.916114	2.09	1.86	0.23	"Yes"	0	0	0.23	0	5.48063892334199
"CH"	242	1	0	1.99	0	0.3	0	1	0.932891	1.69	1.86	-0.17	"No"	0.150754	0	0.13	1	5.48893772615669
"CH"	246	1	0	2.09	0	0	0	0	0.946313	2.09	1.86	0.23	"No"	0	0	0.23	1	5.50533153593236
"CH"	251	7	0	2.09	0.1	0	0	0	0.95705	2.09	1.76	0.33	"Yes"	0	0.053763	0.23	0	5.52545293913178
"CH"	253	7	0	2.09	0.1	0	0	0	0.96564	2.09	1.76	0.33	"Yes"	0	0.053763	0.23	0	5.53338948872752
"CH"	259	1	0	1.99	0	0.2	0	1	0.972512	1.79	1.76	0.03	"No"	0.100503	0	0.23	1	5.55682806169954
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.97801	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"MM"	234	7	0	1.99	0	0.4	1	0	0.5	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4553211153577
"CH"	256	7	0	2.18	0	0	0	0	0.4	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54517744447956
"CH"	228	7	0	1.69	0	0	0	0	0.351365	1.69	1.69	0	"Yes"	0	0	0	0	5.42934562895444
"MM"	231	7	0	1.99	0	0	0	0	0.481092	1.99	1.69	0.3	"Yes"	0	0	0.3	0	5.44241771052179
"CH"	233	7	0	1.99	0	0.4	1	0	0.384874	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"CH"	236	7	0	1.99	0	0.4	0	0	0.507899	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.46383180502561
"MM"	260	4	1	2.09	0	0	0	0	0.606319	2.09	1.99	0.1	"No"	0	0	0.1	4	5.56068163101553
"CH"	268	7	0	2.13	0	0	0	0	0.485055	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.59098698051086
"CH"	269	7	0	2.13	0.27	0	1	0	0.588044	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.670435	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"MM"	275	7	1	2.13	0	0.54	1	0	0.736348	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.61677109766657
"MM"	276	7	1	2.13	0	0.54	0	1	0.589079	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.62040086571715
"CH"	248	4	1	2.23	0	0	0	0	0.5	2.23	1.99	0.24	"No"	0	0	0.24	4	5.51342874616498
"CH"	251	4	1	2.23	0	0	0	0	0.6	2.23	1.99	0.24	"No"	0	0	0.24	4	5.52545293913178
"CH"	254	4	1	2.29	0	0	1	0	0.68	2.29	1.99	0.3	"No"	0	0	0.3	4	5.53733426701854
"CH"	256	4	1	2.29	0	0	0	0	0.744	2.29	1.99	0.3	"No"	0	0	0.3	4	5.54517744447956
"MM"	258	4	1	2.29	0	0	0	0	0.7952	2.29	1.99	0.3	"No"	0	0	0.3	4	5.55295958492162
"CH"	260	4	1	2.09	0	0	0	0	0.63616	2.09	1.99	0.1	"No"	0	0	0.1	4	5.56068163101553
"CH"	262	4	1	2.09	0	0	0	0	0.708928	2.09	1.99	0.1	"No"	0	0	0.1	4	5.5683445037611
"CH"	264	4	1	2.09	0.1	0	0	0	0.767142	2.09	1.89	0.2	"No"	0	0.050251	0.1	4	5.57594910314632
"CH"	267	4	1	2.09	0.1	0	0	0	0.813714	2.09	1.89	0.2	"No"	0	0.050251	0.1	4	5.58724865840025
"CH"	277	4	1	2.09	0.2	0.4	0	0	0.850971	1.69	1.89	-0.2	"No"	0.191388	0.095694	0	4	5.62401750618734
"MM"	236	7	0	1.99	0	0.4	0	0	0.4	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.46383180502561
"CH"	233	7	0	1.99	0	0.4	1	0	0.6	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"MM"	262	1	0	1.99	0	0.4	0	1	0.68	1.59	1.76	-0.17	"No"	0.201005	0	0.23	1	5.5683445037611
"CH"	265	7	0	2.13	0.37	0	1	0	0.544	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"CH"	269	7	0	2.13	0.27	0	1	0	0.6352	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
"CH"	273	1	0	2.18	0	0	0	0	0.70816	2.18	1.86	0.32	"No"	0	0	0.32	1	5.60947179518496
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.766528	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"CH"	252	7	0	2.09	0.1	0	0	0	0.5	2.09	1.76	0.33	"Yes"	0	0.053763	0.23	0	5.52942908751142
"CH"	253	7	0	2.09	0.1	0	0	0	0.6	2.09	1.76	0.33	"Yes"	0	0.053763	0.23	0	5.53338948872752
"CH"	254	7	0	2.18	0	0	0	0	0.68	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.53733426701854
"CH"	256	7	0	2.18	0	0	0	0	0.744	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54517744447956
"CH"	257	7	0	2.18	0	0	0	0	0.7952	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54907608489522
"CH"	258	7	0	2.18	0	0	0	0	0.83616	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55295958492162
"CH"	259	7	0	2.18	0	0	0	0	0.868928	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"CH"	260	7	0	2.13	0	0.24	0	0	0.895142	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56068163101553
"CH"	262	7	0	2.13	0	0	0	0	0.916114	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.5683445037611
"CH"	265	7	0	2.13	0.37	0	1	0	0.932891	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"CH"	266	7	0	2.13	0.37	0	1	0	0.946313	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.5834963087817
"CH"	269	7	0	2.13	0.27	0	1	0	0.95705	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.96564	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"MM"	275	7	1	2.13	0	0.54	1	0	0.972512	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.61677109766657
"CH"	277	7	1	2.13	0.5	0	0	1	0.77801	2.13	1.49	0.64	"Yes"	0	0.251256	0.14	0	5.62401750618734
"MM"	231	7	0	1.99	0	0	0	0	0.256	1.99	1.69	0.3	"Yes"	0	0	0.3	0	5.44241771052179
"MM"	233	7	0	1.99	0	0.4	1	0	0.2048	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"CH"	238	1	0	1.99	0	0	0	0	0.16384	1.99	1.75	0.24	"No"	0	0	0.24	1	5.47227067367148
"CH"	247	1	0	2.09	0	0	0	0	0.331072	2.09	1.86	0.23	"No"	0	0	0.23	1	5.50938833662798
"CH"	273	1	0	2.18	0	0	0	0	0.464858	2.18	1.86	0.32	"No"	0	0	0.32	1	5.60947179518496
"MM"	275	1	1	2.13	0	0.74	0	1	0.571886	1.39	1.96	-0.57	"No"	0.347418	0	0.17	1	5.61677109766657
"MM"	276	2	1	2.18	0	0	0	1	0.32	2.18	1.99	0.19	"No"	0	0	0.19	2	5.62040086571715
"CH"	236	2	0	1.99	0	0	0	0	0.5	1.99	1.75	0.24	"No"	0	0	0.24	2	5.46383180502561
"MM"	273	2	0	2.18	0	0.06	0	0	0.6	2.12	1.86	0.26	"No"	0.027523	0	0.32	2	5.60947179518496
"MM"	247	2	1	2.09	0	0	0	0	0.68	2.09	1.89	0.2	"No"	0	0	0.2	2	5.50938833662798
"MM"	246	2	1	2.09	0	0	0	0	0.5	2.09	1.89	0.2	"No"	0	0	0.2	2	5.50533153593236
"CH"	246	2	1	2.09	0	0	0	0	0.4	2.09	1.89	0.2	"No"	0	0	0.2	2	5.50533153593236
"MM"	266	3	1	2.09	0.1	0	0	0	0.52	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.5834963087817
"MM"	277	1	1	2.13	0.24	0	0	0	0.416	2.13	1.75	0.38	"No"	0	0.120603	0.14	1	5.62401750618734
"CH"	268	2	0	2.18	0	0	0	1	0.4	2.18	1.86	0.32	"No"	0	0	0.32	2	5.59098698051086
"CH"	269	7	0	2.13	0.27	0	1	0	0.52	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
"CH"	269	2	0	2.18	0	0	0	0	0.616	2.18	1.86	0.32	"No"	0	0	0.32	2	5.59471137960184
"MM"	272	2	0	2.18	0	0.06	0	0	0.6928	2.12	1.86	0.26	"No"	0.027523	0	0.32	2	5.605802066296
"MM"	275	7	1	2.13	0	0.54	1	0	0.55424	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.61677109766657
"MM"	276	7	1	2.13	0	0.54	0	1	0.443392	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.62040086571715
"MM"	231	3	0	1.79	0	0	0	0	0.4	1.79	1.79	0	"No"	0	0	0	3	5.44241771052179
"MM"	231	3	0	1.79	0	0	0	0	0.32	1.79	1.79	0	"No"	0	0	0	3	5.44241771052179
"MM"	231	3	0	1.79	0	0	0	0	0.256	1.79	1.79	0	"No"	0	0	0	3	5.44241771052179
"MM"	234	3	0	2.09	0	0	0	0	0.2048	2.09	1.79	0.3	"No"	0	0	0.3	3	5.4553211153577
"MM"	236	3	0	2.09	0	0	0	0	0.16384	2.09	1.79	0.3	"No"	0	0	0.3	3	5.46383180502561
"CH"	242	3	1	2.23	0	0	0	0	0.131072	2.23	1.99	0.24	"No"	0	0	0.24	3	5.48893772615669
"CH"	227	4	0	1.79	0	0	0	1	0.5	1.79	1.79	0	"No"	0	0	0	4	5.4249500174814
"CH"	251	4	1	2.23	0	0	0	0	0.6	2.23	1.99	0.24	"No"	0	0	0.24	4	5.52545293913178
"CH"	272	3	1	2.09	0	0.4	0	0	0.6	1.69	1.99	-0.3	"No"	0.191388	0	0.1	3	5.605802066296
"MM"	227	2	0	1.69	0	0	0	0	0.211886	1.69	1.69	0	"No"	0	0	0	2	5.4249500174814
"MM"	229	2	0	1.69	0	0	0	0	0.169509	1.69	1.69	0	"No"	0	0	0	2	5.43372200355424
"MM"	231	2	0	1.69	0.3	0	1	0	0.135607	1.69	1.39	0.3	"No"	0	0.177515	0	2	5.44241771052179
"MM"	233	2	0	1.69	0	0	0	0	0.108486	1.69	1.69	0	"No"	0	0	0	2	5.4510384535657
"MM"	237	2	0	1.99	0	0	0	0	0.086789	1.99	1.75	0.24	"No"	0	0	0.24	2	5.46806014113513
"MM"	249	2	1	2.09	0	0	0	0	0.069431	2.09	1.89	0.2	"No"	0	0	0.2	2	5.51745289646471
"MM"	250	2	1	2.09	0	0	0	0	0.055545	2.09	1.89	0.2	"No"	0	0	0.2	2	5.52146091786225
"MM"	251	2	1	2.09	0.13	0	0	0	0.044436	2.09	1.76	0.33	"No"	0	0.068783	0.2	2	5.52545293913178
"MM"	255	2	1	2.18	0.13	0	0	0	0.035549	2.18	1.76	0.42	"No"	0	0.068783	0.29	2	5.54126354515843
"MM"	256	3	1	2.29	0	0	0	0	0.028439	2.29	1.99	0.3	"No"	0	0	0.3	3	5.54517744447956
"MM"	256	2	1	2.18	0.13	0	0	0	0.022751	2.18	1.76	0.42	"No"	0	0.068783	0.29	2	5.54517744447956
"MM"	258	2	0	2.18	0	0	0	0	0.018201	2.18	1.86	0.32	"No"	0	0	0.32	2	5.55295958492162
"MM"	259	7	0	2.18	0	0	0	0	0.014561	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"MM"	260	3	1	2.09	0	0	0	0	0.011649	2.09	1.99	0.1	"No"	0	0	0.1	3	5.56068163101553
"MM"	262	2	0	2.18	0	0.6	0	1	0.009319	1.58	1.86	-0.28	"No"	0.275229	0	0.32	2	5.5683445037611
"MM"	263	2	0	2.18	0	0	0	1	0.007455	2.18	1.86	0.32	"No"	0	0	0.32	2	5.57215403217776
"MM"	265	2	0	2.18	0	0	0	0	0.005964	2.18	1.86	0.32	"No"	0	0	0.32	2	5.57972982598622
"MM"	266	2	0	2.18	0	0	0	0	0.004771	2.18	1.86	0.32	"No"	0	0	0.32	2	5.5834963087817
"MM"	267	2	0	2.18	0	0.4	0	1	0.003817	1.78	1.86	-0.08	"No"	0.183486	0	0.32	2	5.58724865840025
"MM"	268	3	1	2.09	0.1	0	0	0	0.003054	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.59098698051086
"CH"	269	2	0	2.18	0	0	0	0	0.002443	2.18	1.86	0.32	"No"	0	0	0.32	2	5.59471137960184
"CH"	270	2	0	2.18	0	0	0	0	0.201954	2.18	1.86	0.32	"No"	0	0	0.32	2	5.59842195899838
"MM"	271	3	1	2.09	0.1	0.4	1	0	0.361563	1.69	1.89	-0.2	"No"	0.191388	0.050251	0.1	3	5.6021188208797
"MM"	273	3	1	2.09	0	0.4	0	0	0.289251	1.69	1.99	-0.3	"No"	0.191388	0	0.1	3	5.60947179518496
"MM"	275	2	1	2.18	0	0.8	0	1	0.231401	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61677109766657
"MM"	276	2	1	2.18	0	0	0	1	0.18512	2.18	1.99	0.19	"No"	0	0	0.19	2	5.62040086571715
"MM"	277	2	1	2.18	0	0	0	0	0.148096	2.18	1.99	0.19	"No"	0	0	0.19	2	5.62401750618734
"MM"	232	1	0	1.99	0	0	1	0	0.48	1.99	1.69	0.3	"No"	0	0	0.3	1	5.44673737166631
"CH"	227	1	0	1.69	0	0	0	0	0.6	1.69	1.69	0	"No"	0	0	0	1	5.4249500174814
"MM"	229	1	0	1.69	0	0	0	0	0.68	1.69	1.69	0	"No"	0	0	0	1	5.43372200355424
"MM"	230	1	0	1.69	0	0.2	0	0	0.544	1.49	1.69	-0.2	"No"	0.118343	0	0	1	5.4380793089232
"CH"	233	1	0	1.99	0	0	0	0	0.4352	1.99	1.69	0.3	"No"	0	0	0.3	1	5.4510384535657
"MM"	236	1	0	1.99	0	0	0	0	0.54816	1.99	1.75	0.24	"No"	0	0	0.24	1	5.46383180502561
"MM"	237	1	0	1.99	0	0	0	0	0.438528	1.99	1.75	0.24	"No"	0	0	0.24	1	5.46806014113513
"MM"	238	1	0	1.99	0	0	0	0	0.350822	1.99	1.75	0.24	"No"	0	0	0.24	1	5.47227067367148
"MM"	239	1	0	1.99	0	0.3	0	1	0.280658	1.69	1.75	-0.06	"No"	0.150754	0	0.24	1	5.47646355193151
"MM"	240	1	0	1.99	0	0.3	0	1	0.224526	1.69	1.75	-0.06	"No"	0.150754	0	0.24	1	5.48063892334199
"MM"	241	1	0	1.99	0	0.3	0	1	0.179621	1.69	1.86	-0.17	"No"	0.150754	0	0.13	1	5.48479693349065
"CH"	242	1	0	1.99	0	0.3	0	1	0.143697	1.69	1.86	-0.17	"No"	0.150754	0	0.13	1	5.48893772615669
"MM"	243	1	0	1.99	0	0.8	0	1	0.314957	1.19	1.86	-0.67	"No"	0.40201	0	0.13	1	5.49306144334055
"MM"	244	1	0	2.09	0	0	0	0	0.251966	2.09	1.86	0.23	"No"	0	0	0.23	1	5.4971682252932
"MM"	246	1	0	2.09	0	0	0	0	0.201573	2.09	1.86	0.23	"No"	0	0	0.23	1	5.50533153593236
"MM"	275	1	1	2.13	0	0.74	0	1	0.161258	1.39	1.96	-0.57	"No"	0.347418	0	0.17	1	5.61677109766657
"MM"	276	1	1	2.13	0	0	0	1	0.129007	2.13	1.99	0.14	"No"	0	0	0.14	1	5.62040086571715
"MM"	277	1	1	2.13	0.24	0	0	0	0.103205	2.13	1.75	0.38	"No"	0	0.120603	0.14	1	5.62401750618734
"MM"	278	1	1	2.13	0.24	0	0	0	0.082564	2.13	1.75	0.38	"No"	0	0.120603	0.14	1	5.62762111369064
"CH"	233	7	0	1.99	0	0.4	1	0	0.4	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"CH"	254	7	0	2.18	0	0	0	0	0.52	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.53733426701854
"MM"	262	1	0	1.99	0	0.4	0	1	0.616	1.59	1.76	-0.17	"No"	0.201005	0	0.23	1	5.5683445037611
"CH"	264	7	0	2.13	0.37	0	1	0	0.4928	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57594910314632
"CH"	265	7	0	2.13	0.37	0	1	0	0.59424	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"CH"	269	7	0	2.13	0.27	0	1	0	0.675392	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
"MM"	274	1	1	2.13	0	0.74	0	1	0.740314	1.39	1.96	-0.57	"No"	0.347418	0	0.17	1	5.61312810638807
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.592251	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"CH"	269	3	1	2.09	0.1	0	0	0	0.5	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.59471137960184
"MM"	271	3	1	2.09	0.1	0.4	1	0	0.6	1.69	1.89	-0.2	"No"	0.191388	0.050251	0.1	3	5.6021188208797
"MM"	253	7	0	2.09	0.1	0	0	0	0.5	2.09	1.76	0.33	"Yes"	0	0.053763	0.23	0	5.53338948872752
"MM"	275	2	1	2.18	0	0.8	0	1	0.4	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61677109766657
"MM"	229	7	0	1.69	0	0.2	0	1	0.5	1.49	1.69	-0.2	"Yes"	0.118343	0	0	0	5.43372200355424
"MM"	239	4	0	2.23	0	0	0	0	0.4	2.23	1.79	0.44	"No"	0	0	0.44	4	5.47646355193151
"MM"	243	4	1	2.23	0	0	0	0	0.32	2.23	1.99	0.24	"No"	0	0	0.24	4	5.49306144334055
"MM"	258	7	0	2.18	0	0	0	0	0.256	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55295958492162
"CH"	229	7	0	1.69	0	0.2	0	1	0.6	1.49	1.69	-0.2	"Yes"	0.118343	0	0	0	5.43372200355424
"MM"	231	7	0	1.99	0	0	0	0	0.68	1.99	1.69	0.3	"Yes"	0	0	0.3	0	5.44241771052179
"CH"	254	7	0	2.18	0	0	0	0	0.544	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.53733426701854
"MM"	275	7	1	2.13	0	0.54	1	0	0.6352	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.61677109766657
"MM"	228	2	0	1.69	0	0	0	0	0.4	1.69	1.69	0	"No"	0	0	0	2	5.42934562895444
"MM"	263	2	0	2.18	0	0	0	1	0.32	2.18	1.86	0.32	"No"	0	0	0.32	2	5.57215403217776
"MM"	227	3	0	1.79	0	0	0	1	0.16384	1.79	1.79	0	"No"	0	0	0	3	5.4249500174814
"MM"	235	3	0	2.09	0	0	0	0	0.131072	2.09	1.79	0.3	"No"	0	0	0.3	3	5.45958551414416
"MM"	238	3	0	2.09	0	0	0	0	0.104858	2.09	1.79	0.3	"No"	0	0	0.3	3	5.47227067367148
"MM"	260	3	1	2.09	0	0	0	0	0.083886	2.09	1.99	0.1	"No"	0	0	0.1	3	5.56068163101553
"CH"	272	3	1	2.09	0	0.4	0	0	0.067109	1.69	1.99	-0.3	"No"	0.191388	0	0.1	3	5.605802066296
"MM"	272	3	1	2.09	0	0.4	0	0	0.253687	1.69	1.99	-0.3	"No"	0.191388	0	0.1	3	5.605802066296
"CH"	229	7	0	1.69	0	0.2	0	1	0.4	1.49	1.69	-0.2	"Yes"	0.118343	0	0	0	5.43372200355424
"CH"	230	7	0	1.99	0	0	0	1	0.5648	1.99	1.69	0.3	"Yes"	0	0	0.3	0	5.4380793089232
"CH"	231	7	0	1.99	0	0	0	0	0.65184	1.99	1.69	0.3	"Yes"	0	0	0.3	0	5.44241771052179
"CH"	232	7	0	1.99	0	0.4	1	1	0.721472	1.59	1.69	-0.1	"Yes"	0.201005	0	0.3	0	5.44673737166631
"CH"	233	7	0	1.99	0	0.4	1	0	0.777178	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"CH"	233	7	0	1.99	0	0.4	1	0	0.821742	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"CH"	234	1	0	1.99	0	0	0	0	0.857394	1.99	1.69	0.3	"No"	0	0	0.3	1	5.4553211153577
"CH"	235	7	0	1.99	0	0.4	0	0	0.885915	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.45958551414416
"CH"	236	7	0	1.99	0	0.4	0	0	0.908732	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.46383180502561
"CH"	237	7	0	1.99	0	0.4	0	0	0.926986	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.46806014113513
"CH"	240	7	0	2.09	0	0	0	0	0.941588	2.09	1.86	0.23	"Yes"	0	0	0.23	0	5.48063892334199
"MM"	240	7	0	2.09	0	0	0	0	0.953271	2.09	1.86	0.23	"Yes"	0	0	0.23	0	5.48063892334199
"MM"	244	7	0	2.09	0	0.2	0	0	0.762617	1.89	1.86	0.03	"Yes"	0.095694	0	0.23	0	5.4971682252932
"CH"	252	2	1	2.09	0.13	0	0	0	0.610093	2.09	1.76	0.33	"No"	0	0.068783	0.2	2	5.52942908751142
"MM"	254	4	1	2.29	0	0	1	0	0.688075	2.29	1.99	0.3	"No"	0	0	0.3	4	5.53733426701854
"CH"	256	2	1	2.18	0.13	0	0	0	0.55046	2.18	1.76	0.42	"No"	0	0.068783	0.29	2	5.54517744447956
"CH"	258	4	1	2.29	0	0	0	0	0.640368	2.29	1.99	0.3	"No"	0	0	0.3	4	5.55295958492162
"CH"	260	7	0	2.13	0	0.24	0	0	0.712294	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56068163101553
"CH"	260	7	0	2.13	0	0.24	0	0	0.769835	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56068163101553
"CH"	260	1	0	1.99	0	0.2	0	0	0.815868	1.79	1.76	0.03	"No"	0.100503	0	0.23	1	5.56068163101553
"CH"	263	7	0	2.13	0.27	0	0	0	0.852695	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.57215403217776
"CH"	265	7	0	2.13	0.37	0	1	0	0.882156	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"CH"	265	7	0	2.13	0.37	0	1	0	0.905725	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"CH"	269	4	1	2.09	0.1	0	0	0	0.92458	2.09	1.89	0.2	"No"	0	0.050251	0.1	4	5.59471137960184
"CH"	270	7	0	2.13	0.27	0	1	0	0.939664	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59842195899838
"CH"	272	4	1	2.09	0	0.4	0	0	0.951731	1.69	1.99	-0.3	"No"	0.191388	0	0.1	4	5.605802066296
"CH"	277	7	1	2.13	0.5	0	0	1	0.961385	2.13	1.49	0.64	"Yes"	0	0.251256	0.14	0	5.62401750618734
"MM"	228	1	0	1.69	0	0	0	0	0.5	1.69	1.69	0	"No"	0	0	0	1	5.42934562895444
"MM"	228	1	0	1.69	0	0	0	0	0.4	1.69	1.69	0	"No"	0	0	0	1	5.42934562895444
"MM"	233	1	0	1.99	0	0	0	0	0.5	1.99	1.69	0.3	"No"	0	0	0.3	1	5.4510384535657
"MM"	235	1	0	1.99	0	0	0	0	0.4	1.99	1.69	0.3	"No"	0	0	0.3	1	5.45958551414416
"CH"	237	7	0	1.99	0	0.4	0	0	0.32	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.46806014113513
"CH"	238	1	0	1.99	0	0	0	0	0.456	1.99	1.75	0.24	"No"	0	0	0.24	1	5.47227067367148
"CH"	238	1	0	1.99	0	0	0	0	0.5648	1.99	1.75	0.24	"No"	0	0	0.24	1	5.47227067367148
"CH"	239	1	0	1.99	0	0.3	0	1	0.65184	1.69	1.75	-0.06	"No"	0.150754	0	0.24	1	5.47646355193151
"CH"	240	1	0	1.99	0	0.3	0	1	0.721472	1.69	1.75	-0.06	"No"	0.150754	0	0.24	1	5.48063892334199
"CH"	241	1	0	1.99	0	0.3	0	1	0.777178	1.69	1.86	-0.17	"No"	0.150754	0	0.13	1	5.48479693349065
"CH"	252	1	0	2.09	0	0	0	0	0.821742	2.09	1.76	0.33	"No"	0	0	0.33	1	5.52942908751142
"CH"	253	1	0	2.09	0	0	0	0	0.857394	2.09	1.76	0.33	"No"	0	0	0.33	1	5.53338948872752
"CH"	255	1	0	2.18	0	0	0	0	0.885915	2.18	1.76	0.42	"No"	0	0	0.42	1	5.54126354515843
"CH"	256	1	0	2.18	0	0	0	0	0.908732	2.18	1.76	0.42	"No"	0	0	0.42	1	5.54517744447956
"MM"	228	7	0	1.69	0	0	0	0	0.744	1.69	1.69	0	"Yes"	0	0	0	0	5.42934562895444
"CH"	230	7	0	1.99	0	0	0	1	0.5952	1.99	1.69	0.3	"Yes"	0	0	0.3	0	5.4380793089232
"CH"	231	7	0	1.99	0	0	0	0	0.67616	1.99	1.69	0.3	"Yes"	0	0	0.3	0	5.44241771052179
"CH"	237	7	0	1.99	0	0.4	0	0	0.740928	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.46806014113513
"CH"	238	7	0	1.99	0	0.4	0	0	0.792742	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.47227067367148
"CH"	243	2	0	2.09	0	0	0	1	0.834194	2.09	1.86	0.23	"No"	0	0	0.23	2	5.49306144334055
"MM"	227	1	0	1.69	0	0	0	0	0.32	1.69	1.69	0	"No"	0	0	0	1	5.4249500174814
"CH"	228	7	0	1.69	0	0	0	0	0.256	1.69	1.69	0	"Yes"	0	0	0	0	5.42934562895444
"CH"	232	1	0	1.99	0	0	1	0	0.4048	1.99	1.69	0.3	"No"	0	0	0.3	1	5.44673737166631
"CH"	233	7	0	1.99	0	0.4	1	0	0.52384	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"CH"	235	1	0	1.99	0	0	0	0	0.619072	1.99	1.69	0.3	"No"	0	0	0.3	1	5.45958551414416
"MM"	236	1	0	1.99	0	0	0	0	0.695258	1.99	1.75	0.24	"No"	0	0	0.24	1	5.46383180502561
"MM"	242	1	0	1.99	0	0.3	0	1	0.556206	1.69	1.86	-0.17	"No"	0.150754	0	0.13	1	5.48893772615669
"MM"	245	7	0	2.09	0	0.2	0	0	0.444965	1.89	1.86	0.03	"Yes"	0.095694	0	0.23	0	5.50125821054473
